Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts,PPts
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,1.0,2.0,51.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,130.0,,running,102.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,2.0,6.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,130.0,,running,0.0,50.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,3.0,1.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,130.0,,running,21.0,54.0,2.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,4.0,13.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,130.0,,running,0.0,34.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,5.0,8.0,2.0,Sheldon Creed,Overton's (Maury Gallagher),Chevrolet,130.0,,running,0.0,39.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,6.0,7.0,21.0,Zane Smith,Overton's (Maury Gallagher),Chevrolet,130.0,,running,0.0,38.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,7.0,40.0,44.0,Ross Chastain,CircleBDiecast.com (Al Niece),Chevrolet,130.0,,running,0.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,8.0,3.0,88.0,Matt Crafton,Flex Seal / Menards (Duke Thorson),Toyota,130.0,,running,3.0,35.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,9.0,10.0,45.0,Brett Moffitt,Overton's (Al Niece),Chevrolet,130.0,,running,0.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,10.0,4.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,130.0,,running,0.0,42.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,11.0,19.0,98.0,Grant Enfinger,Champion / Camping World / Curb Records (Mike Curb),Toyota,130.0,,running,0.0,26.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,12.0,17.0,42.0,Carson Hocevar,Overton's (Al Niece),Chevrolet,130.0,,running,0.0,25.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,13.0,29.0,19.0,Derek Kraus,NAPA Autocare (Bill McAnally),Toyota,129.0,,running,0.0,30.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,14.0,15.0,75.0,Parker Kligerman,Overton's (Charlie Henderson),Chevrolet,129.0,,running,0.0,23.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,15.0,32.0,40.0,Ryan Truex,Overton's (Al Niece),Chevrolet,129.0,,running,0.0,22.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,16.0,5.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,129.0,,running,0.0,21.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,17.0,9.0,38.0,Todd Gilliland,Chicago Pneumatic Compressors (Bob Jenkins),Ford,129.0,,running,0.0,20.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,18.0,30.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,129.0,,running,0.0,19.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,19.0,14.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,129.0,,running,0.0,18.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,20.0,39.0,11.0,Spencer Davis,INOX (Spencer Davis),Toyota,129.0,,running,0.0,17.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,21.0,28.0,1.0,Hailie Deegan,Built Ford Tough (David Gilliland),Ford,129.0,,running,0.0,16.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,22.0,18.0,2.0,Josh Berry,Kris Wright Motorsports (Randy Young),Chevrolet,129.0,,running,0.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,23.0,12.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,128.0,,running,0.0,14.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,24.0,26.0,23.0,Chase Purdy,Bama Buggies (Maury Gallagher),Chevrolet,128.0,,running,4.0,13.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,25.0,24.0,3.0,Jordan Anderson,Overton's / Women's History Month (Jordan Anderson),Chevrolet,128.0,,running,0.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,26.0,22.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,128.0,,running,0.0,11.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,27.0,34.0,4.0,Cory Roper,Preferred Industrial Contractors (Roper Racing),Ford,127.0,,running,0.0,10.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,28.0,21.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,127.0,,running,0.0,9.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,29.0,20.0,9.0,Codie Rohrbaugh,Overton's (Codie Rohrbaugh),Chevrolet,126.0,,running,0.0,8.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,30.0,16.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,126.0,,running,0.0,7.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,31.0,27.0,41.0,Dawson Cram,Overton's (Mark Cram),Chevrolet,126.0,,running,0.0,6.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,32.0,35.0,32.0,Bret Holmes,Southern States Bank (Stacy Holmes),Chevrolet,126.0,,running,0.0,5.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,33.0,25.0,20.0,Spencer Boyd,Credit MRI (Randy Young),Chevrolet,125.0,,running,0.0,4.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,34.0,36.0,34.0,Ryan Ellis,Overton's / Women's History Month (Josh Reaume),Chevrolet,124.0,,running,0.0,0.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,35.0,11.0,18.0,Chandler Smith,Safelite Auto Glass (Kyle Busch),Toyota,124.0,,running,0.0,2.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,36.0,31.0,17.0,Bill Lester,Ford / Camping World (David Gilliland),Ford,123.0,,running,0.0,1.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,37.0,38.0,33.0,Akinori Ogata,Kyowa Industrial (Josh Reaume),Toyota,123.0,,running,0.0,1.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,38.0,33.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,117.0,,running,0.0,1.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,39.0,23.0,24.0,Raphael Lessard,Richelieu (Maury Gallagher),Chevrolet,115.0,,transmission,0.0,1.0,0.0
2021,4,Atlanta,Atlanta Motor Speedway,1.54,paved track,40.0,37.0,6.0,Norm Benning,MDF A Sign Company / Overton's (Norm Benning),Chevrolet,72.0,,too slow,0.0,1.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,1.0,15.0,51.0,Martin Truex Jr,Auto-Owners Insurance (Kyle Busch),Toyota,150.0,,running,105.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,2.0,9.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,150.0,,running,3.0,48.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,3.0,29.0,24.0,Raphael Lessard,Chevy Accessories (Maury Gallagher),Chevrolet,150.0,,running,0.0,37.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,4.0,13.0,38.0,Todd Gilliland,Speedco (Bob Jenkins),Ford,150.0,,running,0.0,38.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,5.0,33.0,4.0,Chase Briscoe,TexaCon Cut Stone / Huffy (Roper Racing),Ford,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,6.0,8.0,98.0,Grant Enfinger,Champion / Curb Records (Mike Curb),Toyota,150.0,,running,2.0,34.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,7.0,6.0,21.0,Zane Smith,GMS Racing (Maury Gallagher),Chevrolet,150.0,,running,0.0,38.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,8.0,16.0,75.0,Parker Kligerman,Food Country USA (Charlie Henderson),Chevrolet,150.0,,running,0.0,29.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,9.0,2.0,16.0,Austin Hill,United Rentals (Shigeaki Hattori),Toyota,150.0,,running,1.0,41.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,10.0,17.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,150.0,,running,0.0,29.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,11.0,32.0,11.0,Bubba Wallace,Columbia Outdoor Clothing (Spencer Davis),Toyota,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,12.0,7.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,150.0,,running,1.0,36.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,13.0,18.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,150.0,,running,0.0,24.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,14.0,4.0,88.0,Matt Crafton,Denali Aire / Menards (Duke Thorson),Toyota,150.0,,running,0.0,26.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,15.0,30.0,17.0,Kevin Harvick,Hunt Brothers Pizza (David Gilliland),Ford,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,16.0,3.0,2.0,Sheldon Creed,Chevy Accessories (Maury Gallagher),Chevrolet,150.0,,running,38.0,36.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,17.0,26.0,2.0,Daniel Suarez,AMR / GoPro Motorplex (Randy Young),Chevrolet,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,18.0,23.0,23.0,Chase Purdy,BamaBuggies.com (Maury Gallagher),Chevrolet,150.0,,running,0.0,19.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,19.0,22.0,1.0,Hailie Deegan,Monster (David Gilliland),Ford,150.0,,running,0.0,18.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,20.0,14.0,40.0,Ryan Truex,CircleBDiecast.com (Al Niece),Chevrolet,150.0,,running,0.0,17.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,21.0,11.0,42.0,Carson Hocevar,Scott's / GM Parts Now (Al Niece),Chevrolet,150.0,,running,0.0,16.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,22.0,37.0,33.0,Myatt Snider,Louisiana Hot Sauce / Tax Slayer (Josh Reaume),Chevrolet,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,23.0,24.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,150.0,,running,0.0,14.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,24.0,10.0,45.0,Brett Moffitt,Circle B Diecast (Al Niece),Chevrolet,150.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,25.0,31.0,20.0,Spencer Boyd,Eco Twist (Randy Young),Chevrolet,150.0,,running,0.0,12.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,26.0,34.0,41.0,Cody Erickson,Magnum Contracting (Mark Cram),Chevrolet,150.0,,running,0.0,11.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,27.0,20.0,9.0,Codie Rohrbaugh,Grant County Mulch (Codie Rohrbaugh),Chevrolet,150.0,,running,0.0,10.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,28.0,38.0,56.0,Mike Marlar,LiftKits4Less.com (Timmy Hill),Toyota,148.0,,running,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,29.0,36.0,34.0,Jake Griffin,Great Escapes RV Center (Josh Reaume),Chevrolet,147.0,,running,0.0,8.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,30.0,27.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,147.0,,running,0.0,7.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,31.0,40.0,49.0,Andrew Gordon,Staar Trucking (Ray Ciccarelli),Chevrolet,144.0,,running,0.0,6.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,32.0,5.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,124.0,,crash,0.0,6.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,33.0,35.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. (Jennifer Jo Cobb),Chevrolet,120.0,,electrical,0.0,4.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,34.0,21.0,18.0,Chandler Smith,JBL (Kyle Busch),Toyota,117.0,,crash,0.0,3.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,35.0,28.0,44.0,Kyle Larson,Rich Mar Florist / Circle B (Al Niece),Chevrolet,98.0,,crash,0.0,0.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,36.0,25.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,98.0,,crash,0.0,1.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,37.0,39.0,6.0,Norm Benning,MDF A Sign Company (Norm Benning),Chevrolet,72.0,,parked,0.0,1.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,38.0,12.0,19.0,Derek Kraus,Hunter Nation (Bill McAnally),Toyota,49.0,,crash,0.0,1.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,39.0,1.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,48.0,,crash,0.0,7.0,0.0
2021,5,Bristol (Dirt),Bristol Motor Speedway Dirt Track,0.533,dirt track,40.0,19.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,34.0,,crash,0.0,1.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,1.0,18.0,4.0,John H. Nemechek,Safeway (Kyle Busch),Toyota,250.0,,running,114.0,59.0,6.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,2.0,12.0,51.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,250.0,,running,26.0,0.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,3.0,30.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,250.0,,running,0.0,34.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,4.0,23.0,18.0,Chandler Smith,JBL (Kyle Busch),Toyota,250.0,,running,24.0,34.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,5.0,19.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,250.0,,running,0.0,32.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,6.0,8.0,38.0,Todd Gilliland,The Pete Store (Bob Jenkins),Ford,250.0,,running,0.0,37.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,7.0,1.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,250.0,,running,4.0,45.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,8.0,3.0,98.0,Grant Enfinger,Champion / Camping World / Curb Records (Mike Curb),Toyota,250.0,,running,71.0,48.0,1.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,9.0,40.0,32.0,Sam Mayer,QPS Employment Group (Stacy Holmes),Chevrolet,250.0,,running,0.0,0.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,10.0,2.0,16.0,Austin Hill,Mobil 1 / TRD (Shigeaki Hattori),Toyota,250.0,,running,0.0,40.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,11.0,9.0,2.0,Sheldon Creed,Chevy Accessories (Maury Gallagher),Chevrolet,250.0,,running,0.0,26.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,12.0,13.0,42.0,Carson Hocevar,Scott's / GM Parts Now (Al Niece),Chevrolet,250.0,,running,0.0,30.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,13.0,4.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,250.0,,running,0.0,25.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,14.0,6.0,21.0,Zane Smith,Good Sam (Maury Gallagher),Chevrolet,250.0,,running,0.0,28.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,15.0,29.0,19.0,Derek Kraus,Incredible Bank (Bill McAnally),Toyota,250.0,,running,0.0,26.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,16.0,25.0,11.0,Spencer Davis,Inox Supreme Lubricants (Spencer Davis),Toyota,250.0,,running,0.0,21.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,17.0,14.0,1.0,Hailie Deegan,Built Ford Tough (David Gilliland),Ford,250.0,,running,0.0,20.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,18.0,7.0,88.0,Matt Crafton,Great Lakes Flooring / Menards (Duke Thorson),Toyota,250.0,,running,11.0,19.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,19.0,10.0,22.0,Austin Wayne Self,AM Technical Solutions / Go Texan (Tim Self),Chevrolet,250.0,,running,0.0,18.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,20.0,28.0,30.0,Danny Bohn,North American Motor Car (Steven Lane),Toyota,250.0,,running,0.0,17.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,21.0,34.0,56.0,Timmy Hill,Hair Club (Timmy Hill),Chevrolet,250.0,,running,0.0,0.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,22.0,27.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,250.0,,running,0.0,15.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,23.0,5.0,24.0,Raphael Lessard,CANAC (Maury Gallagher),Chevrolet,249.0,,running,0.0,22.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,24.0,11.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,249.0,,running,0.0,13.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,25.0,31.0,41.0,Dawson Cram,Good Sam (Mark Cram),Chevrolet,248.0,,running,0.0,12.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,26.0,36.0,44.0,Jett Noland,Hype Motorsports / Noland's Roofing (Al Niece),Chevrolet,247.0,,running,0.0,11.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,27.0,26.0,20.0,Spencer Boyd,WML Enterprises (Randy Young),Chevrolet,247.0,,running,0.0,10.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,28.0,15.0,23.0,Chase Purdy,BamaBuggies.com (Maury Gallagher),Chevrolet,245.0,,running,0.0,9.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,29.0,39.0,49.0,Ryan Reed,CMI Motorsports / Camping World (Ray Ciccarelli),Chevrolet,245.0,,running,0.0,8.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,30.0,32.0,33.0,Keith McGee,Good Sam (Josh Reaume),Chevrolet,244.0,,running,0.0,7.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,31.0,21.0,4.0,Cory Roper,Preferred Industrial Contractors (Roper Racing),Ford,243.0,,running,0.0,6.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,32.0,38.0,6.0,Norm Benning,MDF A Sign Company (Norm Benning),Chevrolet,240.0,,running,0.0,5.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,33.0,37.0,34.0,Josh Reaume,Hardy Boys Consulting / Levrack (Josh Reaume),Toyota,240.0,,running,0.0,4.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,34.0,35.0,3.0,Howie DiSavino III,Kee's Vacations / Bud's Plumbing (Jordan Anderson),Chevrolet,221.0,,running,0.0,3.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,35.0,22.0,2.0,Kris Wright,Master Tech (Randy Young),Chevrolet,212.0,,crash,0.0,2.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,36.0,20.0,9.0,Codie Rohrbaugh,Grant County Mulch (Codie Rohrbaugh),Chevrolet,195.0,,crash,0.0,1.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,37.0,17.0,45.0,Brett Moffitt,Niece Motorsports (Al Niece),Chevrolet,186.0,,handling,0.0,0.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,38.0,33.0,10.0,Jennifer Jo Cobb,Fastener Supply Co. / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,168.0,,dvp,0.0,1.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,39.0,24.0,12.0,Tate Fogleman,Solid Rock Carriers (Randy Young),Chevrolet,82.0,,crash,0.0,1.0,0.0
2021,6,Richmond,Richmond Raceway,0.75,paved track,40.0,16.0,40.0,Ryan Truex,Marquis 900 Wishes (Al Niece),Chevrolet,44.0,,rear gear,0.0,1.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,1.0,2.0,51.0,Kyle Busch,Cessna (Kyle Busch),Toyota,140.0,,running,59.0,0.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,2.0,34.0,44.0,Ross Chastain,Circle B Diecast (Al Niece),Chevrolet,140.0,,running,6.0,0.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,3.0,7.0,16.0,Austin Hill,Gunma Toyopet (Shigeaki Hattori),Toyota,140.0,,running,0.0,46.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,4.0,17.0,98.0,Christian Eckes,Mike Curb,Toyota,140.0,,running,3.0,33.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,5.0,1.0,4.0,John H. Nemechek,Mobil 1 (Kyle Busch),Toyota,140.0,,running,16.0,50.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,6.0,6.0,38.0,Todd Gilliland,Speedco (Bob Jenkins),Ford,140.0,,running,0.0,36.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,7.0,9.0,21.0,Zane Smith,Maury Gallagher,Chevrolet,140.0,,running,0.0,36.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,8.0,15.0,24.0,Raphael Lessard,CANAC (Maury Gallagher),Chevrolet,140.0,,running,0.0,29.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,9.0,4.0,13.0,Johnny Sauter,Vivitar / RealTree (Duke Thorson),Toyota,140.0,,running,13.0,28.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,10.0,3.0,99.0,Ben Rhodes,Bombardier LearJet 75 (Duke Thorson),Toyota,140.0,,running,2.0,37.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,11.0,5.0,18.0,Chandler Smith,Safelite Auto Glass (Kyle Busch),Toyota,140.0,,running,0.0,26.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,12.0,26.0,45.0,Bayley Currey,Sharky's Pub & Grub (Al Niece),Chevrolet,140.0,,running,0.0,0.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,13.0,20.0,1.0,Hailie Deegan,Toter / Engine Ice (David Gilliland),Ford,140.0,,running,0.0,25.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,14.0,10.0,52.0,Stewart Friesen,Halmar International (Chris Larsen),Toyota,140.0,,running,0.0,32.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,15.0,13.0,26.0,Tyler Ankrum,Liuna (Maury Gallagher),Chevrolet,140.0,,running,0.0,22.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,16.0,16.0,22.0,Austin Wayne Self,Airbox / AM Technical Solutions (Tim Self),Chevrolet,139.0,,running,0.0,21.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,17.0,29.0,9.0,Grant Enfinger,Camping World (Codie Rohrbaugh),Chevrolet,139.0,,running,0.0,20.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,18.0,18.0,15.0,Tanner Gray,Ford Performance (David Gilliland),Ford,139.0,,running,0.0,19.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,19.0,30.0,4.0,Chase Briscoe,Trick Shot (Roper Racing),Ford,139.0,,running,0.0,0.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,20.0,31.0,40.0,Ryan Truex,Niece Motorsports / Marquis (Al Niece),Chevrolet,139.0,,running,0.0,17.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,21.0,22.0,25.0,Timothy Peters,Rackley Roofing (Rackley W.A.R.),Chevrolet,139.0,,running,0.0,16.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,22.0,25.0,56.0,Timmy Hill,Camping World (Timmy Hill),Chevrolet,139.0,,running,0.0,0.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,23.0,11.0,42.0,Carson Hocevar,Luther's BBQ (Al Niece),Chevrolet,139.0,,running,0.0,14.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,24.0,12.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Toyota,139.0,,running,0.0,19.0,0.0
2021,7,Kansas,Kansas Speedway,1.5,paved track,25.0,23.0,23.0,Chase Purdy,BamaBuggies.com (Maury Gallagher),Chevrolet,138.0,,running,0.0,12.0,0.0
